Unnamed: 0,Title,Organism,Source,Strain/Genotype,Cell/Tissue,Description,Library_Strategy,Ribosome_position,Extraction_Protocol,Tags,Library_Strategy_Evidence,Ribosome_Position_Evidence
GSM5615638,rna_stm1_1_b6_s1, Saccharomyces cerevisiae,yeast cell,stm1-delta,,No description available,RNA-seq study,NA,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[rna],
GSM5615639,rna_stm1_2_b7_s1, Saccharomyces cerevisiae,yeast cell,stm1-delta,,No description available,RNA-seq study,NA,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[rna],
GSM5615640,rna_stm1_3_b7_s1, Saccharomyces cerevisiae,yeast cell,stm1-delta,,No description available,RNA-seq study,NA,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[rna],
GSM5615641,rna_stm1_4_b7_s1, Saccharomyces cerevisiae,yeast cell,stm1-delta,,No description available,RNA-seq study,NA,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[rna],
GSM5615642,ribo_wt_1_b1_s1, Saccharomyces cerevisiae,yeast cell,wt,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615643,ribo_wt_2_b2_s1, Saccharomyces cerevisiae,yeast cell,wt,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615644,ribo_wt_3_b3_s1, Saccharomyces cerevisiae,yeast cell,wt,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615645,ribo_wt_4_b4_s1, Saccharomyces cerevisiae,yeast cell,wt,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615646,ribo_tma46_1_b1_s1, Saccharomyces cerevisiae,yeast cell,tma46-delta,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615647,ribo_tma46_2_b2_s1, Saccharomyces cerevisiae,yeast cell,tma46-delta,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615648,ribo_tma46_3_b3_s1, Saccharomyces cerevisiae,yeast cell,tma46-delta,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615649,ribo_tma46_4_b5_s1, Saccharomyces cerevisiae,yeast cell,tma46-delta,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615650,ribo_eif2a_1_b3_s1, Saccharomyces cerevisiae,yeast cell,eif2a-delta,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615651,ribo_eif2a_2_b4_s1, Saccharomyces cerevisiae,yeast cell,eif2a-delta,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615652,ribo_eif2a_3_b5_s1, Saccharomyces cerevisiae,yeast cell,eif2a-delta,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615653,ribo_eif2a_4_b6_s1, Saccharomyces cerevisiae,yeast cell,eif2a-delta,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615654,ribo_stm1_1_b6_s1, Saccharomyces cerevisiae,yeast cell,stm1-delta,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615655,ribo_stm1_2_b7_s1, Saccharomyces cerevisiae,yeast cell,stm1-delta,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615656,ribo_stm1_3_b7_s1, Saccharomyces cerevisiae,yeast cell,stm1-delta,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
GSM5615657,ribo_stm1_4_b7_s1, Saccharomyces cerevisiae,yeast cell,stm1-delta,,No description available,Ribo-seq study,Inconclusive,"Cells were resuspended in polysome lysis bufer (20 mM Tris pH 8.0, 140 mM KCl, 1.5 mM MgCl2, 100  g/ml cycloheximide, 1% Triton), flash frozen in liquid nitrogen and homogenyzed by grinding. Part of the cell lysates was used for mRNA isolation, another part was treated with ribonuclease I for polysome disassembly and applied to sucrose gradient fractionation with subsequent isolation of ribosome-bound RNA fragments from monosome fraction. mRNA was isolated using Oligo(dT) beads  and ribosome-bound RNA was isolated using acidic-phenol extraction. cDNA libraries for Ribo-Seq and RNA-Seq were constructed in parallel using standard ribosomal profiling library construction protocol (described in Ingolia NT et al., 2009, Science).",{},[ribo],No Key Words Found
